Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood_cluster,mood
78105,5RX2Azw9uQzFyJ6Dm9fgfM,Micha von der Rampe,Karneval 2022 100%,Du bist Bombe,0,152727,False,0.781,0.843,8,-5.243,1,0.139,0.119,0.0,0.33,0.79,131.946,4,party,3,Dark & Intense
101951,0ydR92kMvsKzbHskETB2QR,Delit Quirion,Quand je te vois,Quand je te vois,59,198250,False,0.135,0.00723,2,-34.017,1,0.0416,0.992,0.9,0.0789,0.106,75.275,3,sleep,2,Happy & Danceable
96317,6XFWri1vmFonMp5eHPY6K0,Exaltasamba,Todos Os Sambas Ao Vivo,Faz Falta - Ao Vivo,42,249026,False,0.536,0.748,10,-8.23,1,0.0406,0.601,0.0,0.948,0.566,144.051,4,samba,1,High Energy
90436,451zZpz3lMOSIzaqcqjTj8,Cesar Costa;Eli Guerra,A Mi Manera,Algo Tonto (Something Stupid),34,199333,False,0.63,0.492,4,-10.474,1,0.0298,0.452,0.0,0.273,0.496,106.973,4,rock-n-roll,1,High Energy
78499,6nMSUUQKCkvbJH4pJ9ITwC,Mütze Katze;Pazoo;Schalldicht,Berliner Luft,Berliner Luft - Extended Mix,28,200171,True,0.646,0.936,11,-3.817,0,0.457,0.019,0.0,0.299,0.487,143.945,4,party,0,Chill & Acoustic
42342,2eriGmvgrxYhTK7yTgXr8M,Aborted,The Necrotic Manifesto,Cenobites,16,328466,False,0.212,0.988,11,-4.861,1,0.429,2.71e-05,0.889,0.371,0.0355,119.037,4,grindcore,4,Calm & Instrumental
92725,4GrFU6vSw8ildV5dQIgnI7,Frankie Ford,Let's Take a Sea Cruise (Deluxe Version),Alimony,25,142706,False,0.849,0.374,0,-12.059,1,0.0707,0.778,0.0,0.235,0.973,130.618,3,rockabilly,1,High Energy
65542,089PFeXotzDLNQz9NCk6pF,BTS,2 Cool 4 Skool,No More Dream,66,222066,False,0.438,0.864,2,-5.185,1,0.47,0.0118,1.66e-06,0.431,0.594,167.898,4,k-pop,0,Chill & Acoustic
107903,1SyOjtLqqqk2AVLZnRI3bk,Goldfrapp,Black Cherry,Strict Machine,12,231453,False,0.634,0.59,6,-7.66,1,0.0294,0.0248,0.16,0.112,0.45,125.998,4,synth-pop,4,Calm & Instrumental
32109,4ezXXcPdzmOwjfBTR3m2Zg,Lifafa,SUPERPOWER 2020,Wahin Ka Wahin,38,341052,False,0.572,0.569,0,-10.232,0,0.0403,0.21,0.0166,0.257,0.306,94.953,4,electronic,1,High Energy
88501,7cdy4PbCdDZZNjyxoZyE0c,Dirty Heads,Vacation,Vacation,66,209721,True,0.736,0.751,8,-5.588,1,0.034,0.0381,0.0,0.105,0.839,150.064,4,reggae,3,Dark & Intense
54490,1zSW8GcSydEQmCCJA5vyn9,Cylob,Cymply The Best 93-01,"Cut the Midrange, Drop the Bass",12,232733,False,0.571,0.851,1,-9.873,1,0.087,0.0107,3.6e-05,0.346,0.644,164.98,5,idm,3,Dark & Intense
1553,1dxYM3qSzXe2O2RJ3rK3KI,El Michels Affair;Piya Malik,Yeti Season (Deluxe Version),Unathi,43,213749,False,0.524,0.65,4,-7.307,0,0.0415,0.0954,0.00655,0.126,0.826,107.493,4,afrobeat,3,Dark & Intense
4019,0u4rkpmNtgcFxYHepnVF4v,Novo Amor,Bathing Beach,Carry You,68,273106,False,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445,4,ambient,1,High Energy
61611,54rgh6P4Ab6HchnWl7GC4w,AKB48,AKB48 15th Anniversary Single PLAYLIST I,言い訳Maybe,21,251400,False,0.346,0.998,7,-1.532,1,0.194,0.00121,0.0512,0.17,0.0651,159.979,4,j-idol,4,Calm & Instrumental
87847,6CmD3I0zoGRN5BZYqFR1m4,Joan Sebastian,Joan Sebastian con Tambora,Un Cacahuate,42,139261,False,0.883,0.351,10,-7.576,1,0.111,0.581,2.55e-05,0.0514,0.972,126.282,4,r-n-b,3,Dark & Intense
37792,4dPYuuYbTwTAE16wh5fa3Q,MC Neguinho do Kaxeta,Tempo do Pai,Tempo do Pai,43,177230,False,0.615,0.719,7,-3.061,0,0.245,0.304,0.0,0.135,0.423,129.929,4,funk,3,Dark & Intense
25939,2Dsgio4c5eTrPQs19FHMm0,Power Play,Kochaj Mnie (Radio Edit),Kochaj Mnie (Radio Edit),30,205035,False,0.738,0.867,0,-3.39,0,0.201,0.285,0.0,0.227,0.754,144.071,4,disco,3,Dark & Intense
14386,7mf5mUkv85tYNjfWc30efm,Rolf Zuckowski,Bei uns in der Kita - 22 Lieder im Frühling + Sommer,Kinder brauchen Träume,35,210226,False,0.37,0.418,2,-10.085,1,0.0299,0.639,0.0,0.127,0.378,173.359,4,children,1,High Energy
83286,4eO3uE6IJVbT5Xex1DrmbE,Armin van Buuren,ASOT 1090 - A State Of Trance Episode 1090,"A State Of Trance (ASOT 1090) - Track Recap, Pt. 4",33,44910,False,0.577,0.632,6,-8.207,1,0.301,0.0969,0.0,0.244,0.683,135.43,4,progressive-house,3,Dark & Intense
106572,431X38Zflj61QtMAHsYfhw,Sverige,Som landet ligger,Skaffa hund,38,200106,False,0.733,0.538,2,-7.454,1,0.0304,0.483,0.0,0.266,0.66,115.244,4,swedish,3,Dark & Intense
6386,7vF1YyBRmpbfTqPuPJbi7j,Impaled Nazarene,All That You Fear,The Endless War,19,252466,False,0.401,0.938,9,-4.99,0,0.0533,2.02e-06,0.787,0.454,0.316,89.176,4,black-metal,4,Calm & Instrumental
27964,5HtojcbfzmAykyOLmSC4xg,Ownglow,All Black / Change Your Life,All Black,16,270014,False,0.641,0.473,11,-5.346,1,0.0677,0.0557,0.906,0.153,0.281,174.025,4,drum-and-bass,4,Calm & Instrumental
13392,3SlTrAJgDhEm73ybn8562E,Chez Damier;Carl Craig,I Never Knew Love,Help Myself - Reconstructed by Carl Craig,10,465889,False,0.82,0.856,9,-11.262,0,0.0378,0.00298,0.113,0.0813,0.515,126.465,4,chicago-house,3,Dark & Intense
2427,1xCMazcgI1g5lyfaGrxnN8,Moderatto,Perreo Tenebroso Vol. 3,Gracias,0,231719,False,0.531,0.906,6,-4.791,1,0.0352,0.0286,4.66e-05,0.101,0.347,125.08,4,alt-rock,4,Calm & Instrumental
18495,6nklyxseiriC6kQsDSGThT,Kathleen Madigan,Madigan Again,Romney and Lunesta,23,152680,True,0.627,0.906,0,-3.952,1,0.926,0.82,0.0,0.691,0.353,130.453,5,comedy,0,Chill & Acoustic
26272,6BnfbWeDEOqQa8ct8OGyp2,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Die Risse erscheinen,24,82746,False,0.198,0.483,1,-14.552,1,0.0506,0.831,0.927,0.0979,0.234,76.592,3,disney,2,Happy & Danceable
32460,26mqj1W5bsZIGOu8SY5p1w,Lifafa,Jaago,Chaku Chidiya,30,266520,False,0.683,0.647,10,-10.41,0,0.0373,0.0273,0.7,0.233,0.748,135.223,4,electronic,3,Dark & Intense
4133,584GnCDcDhRV6R8iZ7gzxC,Bethel Music;Jonathan David Helser;Melissa Helser,We Will Not Be Shaken (Live),No Longer Slaves (Spontaneous) - Live,62,373691,False,0.412,0.61,10,-7.988,1,0.0379,0.177,0.000102,0.0851,0.242,148.005,4,ambient,4,Calm & Instrumental
66805,37sgFqYVOOZaOerpcQhdHC,Cody;Heart;Mr. Primm;Scatter;Shaggy,"Helpsters, Vol. 2 (Apple TV+ Original Series Soundtrack)",I Like Sidewalks,9,99529,False,0.784,0.434,6,-6.702,0,0.473,0.305,0.0,0.087,0.965,169.872,4,kids,0,Chill & Acoustic
56510,77o1HdXHm1hLd7Ebe9ygd0,Bea Miller,THAT BITCH,THAT BITCH,68,201101,True,0.778,0.738,2,-2.164,1,0.218,0.0103,0.0,0.55,0.626,162.132,4,indie-pop,3,Dark & Intense
46358,1WAixJdtFhs8lPWqvkgfZ5,Dougal;Gammer;Cat Knight,25 Years of Dougal,Reach Out,20,358713,False,0.484,0.958,10,-2.991,0,0.0675,0.000414,0.00418,0.0914,0.114,170.053,4,happy,4,Calm & Instrumental
13759,2qypWWbZHZqTyArz5b9fCZ,Mark Farina,Mushroom Jazz 6 (Unmixed Online Version),Alive - Instrumental,26,288266,False,0.64,0.519,2,-10.886,1,0.06,0.0271,0.944,0.0769,0.478,190.051,4,chicago-house,4,Calm & Instrumental
70227,2DwsuwDtMtZykInr8cFo1j,高爾宣 OSN,Somebody Else,Somebody Else,60,169584,False,0.779,0.503,10,-7.31,1,0.0545,0.32,0.0,0.0942,0.787,114.044,4,mandopop,3,Dark & Intense
95193,4CDqrKaiI5oimvaThbay93,Maelo Ruiz,"Éxitos Originales, Vol. 2",El Reloj Cucú,34,324306,False,0.783,0.547,5,-10.081,1,0.0415,0.235,0.00112,0.0608,0.937,97.949,4,salsa,3,Dark & Intense
14936,2wDMyqurgmPnpBdIQEUYn2,Twinkle Twinkle Little Rock Star,Lullaby Versions of The Cranberries,Linger,28,279718,False,0.357,0.0488,7,-22.849,1,0.0397,0.85,0.000554,0.0864,0.0422,142.014,4,children,2,Happy & Danceable
112296,0wFDRW3s1i5rhFIl3KQ3wr,Cash Flow,Suç Sokağı Sakinleri,Hergün Bela Devam,43,214884,False,0.606,0.689,10,-5.628,0,0.504,0.0208,0.0,0.386,0.105,76.727,4,turkish,0,Chill & Acoustic
50920,19nZrmNW23jQWjizK8rTwm,Dream Evil,Evilized,Made of Metal,20,233320,False,0.418,0.976,10,-4.825,1,0.317,2.54e-05,0.609,0.0992,0.245,164.922,4,heavy-metal,4,Calm & Instrumental
63956,1vuCmXKs7yn2WkZ9fmGHIo,Shogo Hamada,光と影の季節,Midnight Blue Train (single / 2005),32,382986,False,0.479,0.57,0,-5.606,1,0.0268,0.409,0.0,0.238,0.249,140.213,4,j-rock,4,Calm & Instrumental
15246,0b8j3Ixmk6aUa4VegYH2Ui,Purrple Cat,Sweet Dreams,Black Cherry,47,184510,False,0.8,0.11,9,-17.176,0,0.0662,0.876,0.853,0.0971,0.218,120.023,4,chill,2,Happy & Danceable
73162,3BZG1oLulq3rMZT7XsLKdU,Droplex,Psychological Attack,Psychological Attack,43,400091,False,0.799,0.535,1,-9.103,1,0.0594,0.00183,0.857,0.0713,0.0708,126.0,4,minimal-techno,4,Calm & Instrumental
101920,3rqtyU3hEBbdAKMVzQDl1Z,Nature Sounds,Rainforest - Sounds of Nature,Restful Rainforest Daytime Birds and Insects,33,570036,False,0.159,0.122,1,-19.339,0,0.0523,0.995,0.698,0.15,0.0191,130.894,4,sleep,2,Happy & Danceable
105236,1uqbepnCPGf5eZZFKDKvQG,Smartface,Rhythmic Flows,High Coast Beat,39,166170,False,0.838,0.321,10,-12.505,0,0.0796,0.543,0.772,0.0788,0.514,92.419,4,study,1,High Energy
43694,180m2LQ4877N7sowimG8Na,Purples,calvário,cruz vazia,25,201986,False,0.631,0.831,5,-4.941,0,0.0443,0.0357,0.0,0.323,0.737,129.986,4,groove,3,Dark & Intense
15525,3MEAT9l4hnZ8KYROboK2C7,Jimmy Brown,2 Things,2 Things,50,227368,False,0.676,0.257,6,-8.688,1,0.0424,0.887,0.0,0.113,0.612,94.994,4,chill,1,High Energy
41494,7FAI5cqr0DEbh2U6ZZ7YNC,New Model Army,The Ghost Of Cain,Love Songs,23,184960,False,0.404,0.688,4,-14.802,1,0.0516,0.0892,5.23e-05,0.0671,0.515,71.684,4,goth,1,High Energy
21217,6jdTkoEaer7XNGSblczoSu,Wizkid;BNXN fka Buju,Made In Lagos: Deluxe Edition,Mood (feat. BNXN),68,209760,False,0.897,0.7,1,-2.776,0,0.117,0.0193,0.009,0.12,0.755,101.944,4,dancehall,3,Dark & Intense
36610,68av1mZz0VsIYXJWATZWUW,Soolking;Dhurata Dora,Zemër,Zemër,63,224713,True,0.782,0.864,11,-2.918,0,0.053,0.299,0.0,0.0876,0.941,156.989,4,french,3,Dark & Intense
30463,5g1BARk25uUJtEPSUwcjnU,Cash Cash;Christina Perri,"Blood, Sweat & 3 Years",Hero (feat. Christina Perri),67,197840,False,0.47,0.85,1,-2.825,0,0.0363,0.0627,0.0,0.118,0.148,149.876,4,edm,4,Calm & Instrumental
91844,0Jy4ifTBtXaLNct9rhzy31,Tom Petty,Fishing Music,I Won't Back Down,1,175373,False,0.765,0.63,7,-9.751,1,0.0304,0.0467,3.06e-05,0.223,0.963,113.967,4,rock,3,Dark & Intense
37721,6aRznHyTg7epwrqGhLzfLs,Mc Kako,Amém,Amém,44,212869,True,0.914,0.336,0,-10.001,0,0.0774,0.548,0.0,0.109,0.723,115.034,4,funk,1,High Energy
32553,7cpnqcFMN6Z7yiSOZyzGMU,Slushii;Aviella,All I Need (VIP),All I Need - VIP,49,195310,False,0.732,0.961,1,-3.563,0,0.152,0.0551,0.72,0.0716,0.6,145.018,4,electronic,4,Calm & Instrumental
40437,4nUFNVyHzlpPGxNATSVa36,Cristo Vivo;Vinicius Zulato,Gratidão (Ao Vivo),Teu Reino - Ao Vivo,42,440413,False,0.53,0.699,6,-6.631,1,0.0428,0.279,0.0,0.668,0.318,139.812,4,gospel,4,Calm & Instrumental
95621,7GFPrxqvJO7NL2Yi4hc7Qv,Porfi Baloa,Punto Y Seguimos,Asi Lo Quiso,28,202209,False,0.631,0.824,0,-3.852,0,0.0358,0.521,0.0,0.0744,0.905,168.118,4,salsa,3,Dark & Intense
5186,188vCXc4bAejLqGhpEVBGT,Linked Horizon,Shingeki no Kiseki,Jiyuu no Tsubasa,60,331946,False,0.373,0.972,7,-6.005,1,0.123,0.0619,3.31e-05,0.379,0.0759,157.433,4,anime,4,Calm & Instrumental
25768,2wQHAiXNc8bDYppw0LQPMF,The Bar-Kays,Greatest Hits,Attitudes,31,210440,False,0.724,0.609,10,-11.438,0,0.0957,0.0558,0.000338,0.0327,0.852,73.092,4,disco,3,Dark & Intense
16840,3uaesxnuZHvLqj97FUpOlg,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - All Day Classics,"6 Variations on ""Mio caro Adone"" by Salieri in B, K.180: 5. Variation IV",10,81381,False,0.239,0.114,7,-25.132,1,0.0423,0.988,0.925,0.125,0.523,153.033,4,classical,2,Happy & Danceable
38193,3czdA0j4iaLDJJCoT5D8iP,Arctic Monkeys,Suck It and See,Don't Sit Down 'Cause I've Moved Your Chair,62,183506,False,0.434,0.912,9,-5.148,1,0.0451,0.0191,0.278,0.326,0.315,119.729,4,garage,4,Calm & Instrumental
60418,40P7nKX89sXZLGBy0Ypm8G,Popcaan;Notnice,New Level,New Level,23,202352,True,0.626,0.678,2,-5.305,1,0.271,0.0629,5.51e-06,0.716,0.265,101.828,4,j-dance,4,Calm & Instrumental
86888,5pG2M0EQRjTBaNcK1Ozoed,Expulsados,Museo De Cera,Nada Cambió Mi Amor,36,216573,False,0.323,0.946,9,-3.04,1,0.0606,0.000476,0.00914,0.0883,0.504,164.932,4,punk,4,Calm & Instrumental
24049,71bFTxruyaNaPQYujgR76H,Jeff Mills,SIGHT SOUND AND SPACE,Homing Device,15,279573,False,0.549,0.793,10,-13.857,0,0.0899,0.339,0.883,0.121,0.382,127.817,4,detroit-techno,4,Calm & Instrumental
7736,61BnsOYynPI2hn7QwQ1nMp,Yonder Mountain String Band,"Mountain Tracks, Vol. 2",At the End of the Day,21,278800,False,0.53,0.567,7,-8.666,1,0.046,0.668,3.46e-06,0.554,0.673,117.606,4,bluegrass,1,High Energy
75705,1zTqfzvlWt4F06cuH3Ojii,William Ellwood,Narada Christmas Collection Volume 1,Return Of The Magi,22,188133,False,0.384,0.158,0,-21.111,0,0.0308,0.93,0.0641,0.105,0.574,103.0,4,new-age,2,Happy & Danceable
6533,76u0VeHQ6XDcqDXzojjE8X,Marduk,Plague Angel (Remastered),Steel Inferno - remastered,18,143840,False,0.0671,0.96,9,-4.991,0,0.1,8.34e-06,0.78,0.0986,0.0388,60.157,4,black-metal,4,Calm & Instrumental
24386,1vKB1YUM4WOAlFi9A6KNTI,Omar S;Colonel Abrams,Who Wrote the Rules of Love,Who Wrote the Rules of Love - R&B Long Mix,8,415532,False,0.831,0.645,0,-8.86,1,0.0383,0.00325,0.0238,0.0566,0.533,120.007,4,detroit-techno,3,Dark & Intense
80520,38WTxU8ZWOM7FXf7E07qcG,Rahat Fateh Ali Khan;Krishna,Namastey London (Original Motion Picture Soundtrack),Main Jahaan Rahoon,60,382493,False,0.446,0.561,5,-8.987,1,0.0591,0.363,2.4e-05,0.128,0.524,102.669,4,pop-film,1,High Energy
30960,07vuu2dIJ4e0WVsXafOP1l,Imanbek;Jay Sean,Gone (Da Da Da),Gone (Da Da Da),0,163880,False,0.636,0.858,1,-3.595,1,0.11,0.0364,0.0,0.293,0.335,119.968,4,edm,4,Calm & Instrumental
94567,5ygXl5iJI59xBS22IEvzVY,gavn!,crazy,crazy,56,141818,False,0.328,0.345,11,-11.562,0,0.06,0.245,0.0,0.106,0.296,81.929,3,sad,1,High Energy
65407,5ajXGmJGBs1IOEgvsVmPWB,All Ok,Good Morning,Good Morning,50,213571,False,0.659,0.633,1,-5.343,1,0.0334,0.0621,0.0128,0.334,0.0752,125.939,4,k-pop,4,Calm & Instrumental
80902,2sVzO3L0fdOMVe8wVlM0IE,Rahat Fateh Ali Khan;Richa Sharma,Om Shanti Om,Jag Soona Soona Lage,58,329429,False,0.563,0.71,7,-6.212,1,0.0592,0.0663,0.0,0.105,0.262,133.873,4,pop-film,4,Calm & Instrumental
41849,47Ktp5pmAIFFHXTfMTZliv,Håkan Hellström,2 steg från paradise (Deluxe Version),Man måste dö några gånger innan man kan leva - Alternativ mix,22,295826,False,0.58,0.897,2,-3.465,1,0.0475,0.0896,0.0,0.205,0.68,126.978,4,goth,3,Dark & Intense
58363,5lGk2d6vYXSv5RiLMHLsCZ,Rammstein,Raritäten (1994 - 2012),Halleluja,61,224706,False,0.575,0.846,9,-5.559,0,0.0324,8.98e-05,0.0991,0.104,0.357,130.128,4,industrial,4,Calm & Instrumental
15056,2kHrlDvECzPyjcbmSQNusl,Lund,F*ck Love,F*ck Love,65,197368,True,0.639,0.446,6,-10.489,1,0.0378,0.295,0.0,0.181,0.363,76.004,4,chill,1,High Energy
51199,0bhhXULPNfCsVhZp35HrC3,Daddy Yankee,El perreo es el futuro,Dura,0,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.838,95.002,4,hip-hop,3,Dark & Intense
46428,6jQKGUAuckcVdVwWdjATb8,The Prophet,The Hardcore Archive Part 3 (1997),I like It Loud - Hardcore Mix,0,241213,False,0.689,0.857,1,-5.537,1,0.175,0.00086,0.0326,0.223,0.0714,191.976,4,happy,4,Calm & Instrumental
79490,6IVlHRrjTKep5SS9kbcpTa,Keane,Hopes And Fears,This Is The Last Time,64,208786,False,0.522,0.827,7,-4.145,1,0.0283,0.0018,6.8e-06,0.0818,0.335,131.691,4,piano,4,Calm & Instrumental
32249,7cZXR7MmUEtIE5FqNV9Cl2,Babasónicos,Discutible,Cretino,43,181946,False,0.638,0.907,9,-3.286,1,0.0427,0.0108,6e-06,0.209,0.649,135.917,4,electronic,3,Dark & Intense
80948,4ccJUGIKd3Ul2IUYetNlWB,Saindhavi,Deiva Thiirumagal (Original Motion Picture Soundtrack),Vizhigalil Oru Vaanavil,56,362533,False,0.697,0.464,5,-8.832,0,0.0254,0.716,0.0112,0.0457,0.382,108.994,4,pop-film,1,High Energy
77349,3etb6ZWTT5iGGXOFLLJS3Z,Thiaguinho,Meu Nome É Thiago André (Ao Vivo),Se Deus Me Ouvisse - Ao Vivo,47,227189,False,0.467,0.519,2,-8.463,1,0.0382,0.547,1.16e-06,0.954,0.189,123.816,4,pagode,1,High Energy
11343,1cq2G1mb3VoF5MNDzcnWLW,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),Little Man,20,100037,False,0.213,0.288,10,-18.519,0,0.0534,0.494,0.689,0.0888,0.0273,200.134,4,british,2,Happy & Danceable
2751,6HguG9HRb1Ke1bhihfE4m8,The 1975,A Brief Inquiry Into Online Relationships,Sincerity Is Scary,66,225955,False,0.664,0.524,2,-5.178,1,0.0283,0.0495,8.18e-06,0.075,0.475,91.027,4,alt-rock,3,Dark & Intense
28550,01XP4DU82QE56hH3l16a7S,if found;nøll;damnboy!,die 4 u,die 4 u,40,174800,False,0.544,0.885,1,-1.938,0,0.0424,0.000373,0.0,0.371,0.231,75.043,4,dub,4,Calm & Instrumental
40423,0fb3mkQWoRQKh70xLF5Ykv,Shirley Carvalhaes,Sobrevivi,Sobrevivi,41,278518,False,0.361,0.656,0,-5.483,1,0.0398,0.387,0.0,0.196,0.302,160.11,3,gospel,4,Calm & Instrumental
25787,1g9uKyOlpEAt2d0qiO0JMn,Tim Toupet;DJ Padre,Humba Täterä (Gebt Mir Ein H vs. DJ Padre),Humba Täterä - Stadion-Mix,30,189026,False,0.764,0.986,1,-2.677,0,0.165,0.165,0.0,0.0951,0.384,127.974,4,disco,3,Dark & Intense
27688,2rKms1sVOx0Jr1q6ttywvR,John B;Camo & Krooked,Liquicity Memoirs,Numbers - Camo & Krooked Remix,17,363830,False,0.294,0.812,0,-5.565,1,0.0412,0.000102,0.471,0.117,0.362,174.007,4,drum-and-bass,4,Calm & Instrumental
69563,1FNKKiREFPB6epKLSIo96s,ThirumaLi,ALIYA,ALIYA,25,186521,False,0.869,0.718,7,-7.903,1,0.0998,0.3,1.72e-05,0.503,0.561,137.983,4,malay,3,Dark & Intense
64786,0nHolHkcZ7DOBkit256mEp,Stella Starlight Trio,"Vintage Café: Lounge and Jazz Blends, Vol. 22",Don't You Want Me - Ronan Remix,0,170039,False,0.706,0.54,0,-11.762,1,0.0387,0.0746,0.0113,0.111,0.684,154.46,3,jazz,3,Dark & Intense
44546,3HhHP56irp6Z0c8q0gv6tK,Shinedown,The Studio Album Collection,Bully,31,242746,False,0.519,0.969,6,-2.34,0,0.0662,9.03e-05,0.0,0.111,0.48,77.011,4,grunge,4,Calm & Instrumental
40661,4yGreqJT68htx4FYJJ9Ixr,Daniela Araújo,Daniela Araújo,Dono dos Meus Dias,39,235756,False,0.328,0.282,0,-14.752,1,0.0295,0.729,0.00723,0.11,0.371,185.358,4,gospel,1,High Energy
28970,5wEq97Dc7x5k2tJz3DlJFO,Crankdat;Ruvlo,Lasers,Lasers,42,211862,False,0.489,0.984,8,-3.923,1,0.0933,0.003,0.344,0.053,0.037,144.853,4,dub,4,Calm & Instrumental
22634,3iVv2yAUAlh6rzVrqV55xU,Bleeding Through,The Truth,For Love And Failing,23,213640,True,0.268,0.985,4,-2.406,0,0.211,0.000907,0.0,0.361,0.121,144.854,4,death-metal,4,Calm & Instrumental
4966,5Zo96jw2gqhA6JpUsmPrSu,Alexis Ffrench,Truth,Still Life,51,202977,False,0.406,0.0378,10,-25.735,1,0.041,0.993,0.942,0.0995,0.148,167.805,4,ambient,2,Happy & Danceable
32159,0uETXz9EaPbQPgvHppOQYr,Shanti People;Droplex,Gayatri,Gayatri,39,311101,False,0.468,0.641,10,-7.881,0,0.106,0.0122,0.342,0.366,0.146,137.969,4,electronic,4,Calm & Instrumental
7304,6iBEL7tPotRegNitBqPuoz,Clarence White,33 Guitar Instrumentals,Billy in the Low Ground,25,97000,False,0.562,0.472,7,-12.46,1,0.0322,0.895,0.921,0.232,0.801,128.361,4,bluegrass,2,Happy & Danceable
101610,4cQ1bv8oR06ojyRYrVxAyU,Silent Knights,Shhhhhhhhhh White Noise,Shhhh With Big Fan,34,180000,False,0.296,0.945,0,-13.889,1,0.0579,0.000581,0.0,0.273,0.00771,127.44,3,sleep,4,Calm & Instrumental
38633,386DVAFWOBT4GkQrhginXh,The Streets;Hak Baker,None Of Us Are Getting Out Of This Life Alive,Falling Down (feat. Hak Baker),28,172320,True,0.783,0.757,0,-5.693,1,0.242,0.0958,0.0,0.132,0.697,100.017,4,garage,3,Dark & Intense
8781,6OHE5FN7U3py0MHxb8iZzY,T.K. Soul,Life After Love,Caught Up in Doing Wrong,33,252370,False,0.711,0.419,0,-6.353,1,0.145,0.294,0.00013,0.0622,0.592,188.597,3,blues,3,Dark & Intense
32603,4g2ptqGnnzVU9E743Q3r1H,Atour;Ashkan Kagan;Hiphopologist,Nabz,Nabz,45,166153,True,0.746,0.618,2,-7.736,1,0.328,0.123,0.0,0.112,0.567,143.145,4,electronic,3,Dark & Intense
68761,2GICtNjlmq5w1XIQ9s0D9y,Nicky Jam,Fénix,With You Tonight (Hasta El Amanecer),46,208973,False,0.781,0.588,6,-5.348,0,0.0386,0.317,0.0,0.0983,0.564,93.979,4,latino,3,Dark & Intense
59593,5gIvHjymgQ8X3qyAgH5Udl,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,Rubai 6 To 8,0,193053,False,0.348,0.183,0,-16.052,1,0.0414,0.72,0.0198,0.138,0.0898,124.156,4,iranian,1,High Energy
74945,70nXAhFHmRPP0vcZV7lmn8,Almir Sater;Renato Teixeira,+ AR,Quando A Gente Chama,39,225420,False,0.645,0.511,7,-8.542,1,0.027,0.622,0.0,0.161,0.554,115.032,3,mpb,1,High Energy
35255,7jjHBRbiBpPc1ZkS2JsgN5,Os Barões Da Pisadinha,Tipo iFood,Tipo iFood,43,143535,False,0.713,0.873,4,-2.979,0,0.0489,0.568,0.0,0.0652,0.962,167.95,4,forro,3,Dark & Intense
66524,4wggh6q31rr0AVSt0sKATQ,Babyboomboom,English and French,Twinkle Twinkle Little Star (Petite Etoile),11,125786,False,0.66,0.183,10,-14.816,1,0.0328,0.928,0.0,0.128,0.426,110.353,4,kids,1,High Energy
4596,3zkoCPVFKWD6RpwpqqNyLo,Little Symphony,Fuente,Dulce,27,77647,False,0.183,0.123,0,-21.108,1,0.051,0.694,0.937,0.373,0.0448,81.342,4,ambient,2,Happy & Danceable
73381,3T1kFqevhSk1AvF72lf3VL,Oliver Koletzki,Fire in the Jungle,Lenny in the Sea with Dolphins,41,331114,False,0.761,0.56,6,-9.649,1,0.041,0.0203,0.816,0.0785,0.343,110.004,4,minimal-techno,4,Calm & Instrumental
83357,3ukWpmRHvpuDATCJkgLEkF,Martin Garrix;MOTi,Virus (How About Now),Virus (How About Now),52,273764,False,0.595,0.86,5,-5.366,0,0.0398,0.000762,0.598,0.155,0.0399,127.992,4,progressive-house,4,Calm & Instrumental
83170,5tsZgJv9QqdrIqxU9piCku,Calvin Harris;Dua Lipa;R3HAB,One Kiss (with Dua Lipa) [Remixes],One Kiss (with Dua Lipa) - R3HAB Remix,58,190866,False,0.59,0.919,9,-3.314,0,0.146,0.158,0.000214,0.0595,0.133,126.926,4,progressive-house,4,Calm & Instrumental
643,0pHdVMGxXdDcjmye35j63j,The Weepies;Deb Talan;Steve Tannen,Say I Am You,Nobody Knows Me At All,54,120720,False,0.759,0.159,11,-13.035,1,0.0453,0.957,0.000472,0.103,0.329,115.945,3,acoustic,1,High Energy
90491,3qypBp8zGTalrIT1zWzcPY,Los Baby's;Jose Cantoral,Tributo a,Para Qué Volviste (feat. José Cantoral),33,200160,False,0.662,0.864,7,-1.998,1,0.0281,0.167,0.0,0.463,0.731,104.048,4,rock-n-roll,3,Dark & Intense
74906,2ZChErqaEfMKEH7DiLXhgA,Illy;DUDA BEAT;Tomás Tróia,Só Eu e Você na Pista (Tomás Tróia Remix),Só Eu e Você na Pista - Tomás Tróia Remix,39,223106,False,0.686,0.726,7,-5.925,1,0.0579,0.0231,2.22e-06,0.0566,0.711,91.997,4,mpb,3,Dark & Intense
